event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,artifact_confidence,needs_manual_check_reason,primary_contribution_type,method_families,evaluation_settings,benchmark_mentions,dataset_mentions,metric_mentions,evidence_confidence,author_count,institution_count,url,alphaxiv_url,signal_score
65184,VIP: Visual-guided Prompt Evolution for Efficient Dense Vision-Language Inference,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,false,,10,9,https://github.com/MiSsU-HH/VIP,MiSsU-HH/VIP,15,github_url_with_stars,,System / infrastructure,Agents / tool use,math/code/verifiable; vision/video; language/llm; security/safety,,,memory; clip,medium,7,6,https://icml.cc/virtual/2026/poster/65184,https://www.alphaxiv.org/abs/2605.12325,34
65825,Very Efficient Listwise Multimodal Reranking for Long Documents,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Applications,"Applications->Language, Speech and Dialog",false,,13,14,https://github.com/dukesun99/ZipRerank,dukesun99/ZipRerank,7,github_url_with_stars,,Benchmark / evaluation,Agents / tool use,math/code/verifiable; vision/video; language/llm,,,accuracy; latency,medium,3,3,https://icml.cc/virtual/2026/poster/65825,https://www.alphaxiv.org/abs/2605.11864,34
61547,Scalable Option Learning in High-Throughput Environments,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Unknown,,false,,11,0,https://github.com/facebookresearch/sol,facebookresearch/sol,23,github_url_with_stars,,System / infrastructure,RL / policy optimization; Agents / tool use,,,,throughput,medium,4,4,https://icml.cc/virtual/2026/poster/61547,https://www.alphaxiv.org/abs/2509.00338,34
66634,MemoryLLM: Plug-n-Play Interpretable Feed-Forward Memory for Transformers,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,3,attention / kv / context / cache,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,33,1,,,0,no_github_url,,System / infrastructure,Transformer / attention,language/llm,,,memory,medium,7,2,https://icml.cc/virtual/2026/poster/66634,https://www.alphaxiv.org/abs/2602.00398,34
62552,A model of errors in transformers,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,20,transformers / attention / transformer / softmax,medium,needs_review,Theory,Theory->Everything Else,false,,26,4,https://github.com/codewithdark-git/titans-transformer,codewithdark-git/titans-transformer,4,github_url_with_stars,,Position / conceptual,Reasoning / test-time compute; Transformer / attention,language/llm; theory/synthetic,,,accuracy,medium,2,2,https://icml.cc/virtual/2026/poster/62552,https://www.alphaxiv.org/abs/2601.14175,34
62299,No Need to Train Your RDB Foundation Model,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Deep Learning,Deep Learning->Foundation Models,false,,10,4,https://github.com/HKUSHXLab/rdblearn,HKUSHXLab/rdblearn,19,github_url_with_stars,,Dataset / data resource,LLM post-training; Compression / efficiency,theory/synthetic,,RDB; RDBs,,medium,5,4,https://icml.cc/virtual/2026/poster/62299,https://www.alphaxiv.org/abs/2602.13697,33
63440,CoCoEdit: Content-Consistent Image Editing via Region Regularized Reinforcement Learning,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,9,0,https://github.com/langmanbusi/CoCoEdit,langmanbusi/CoCoEdit,24,github_url_with_stars,,Dataset / data resource,RL / policy optimization; LLM post-training; Agents / tool use,math/code/verifiable; vision/video,,,reward,medium,6,3,https://icml.cc/virtual/2026/poster/63440,https://www.alphaxiv.org/abs/2602.14068,33
64592,Letting Trajectories Spread: Quality-Preserving Control for Diverse Flow Matching,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Applications,Applications->Computer Vision,false,,25,4,https://github.com/Johnny221B/OSCAR,Johnny221B/OSCAR,4,github_url_with_stars,,Method / algorithm,LLM post-training; Diffusion / flow; Graphs / geometry,vision/video; robotics/embodied; language/llm,,,,medium,7,6,https://icml.cc/virtual/2026/poster/64592,https://www.alphaxiv.org/abs/2510.09060,33
60574,Learning Sparse Visual Representations via Spatial-Semantic Factorization,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,18,geometric / representation / geometry / representations,high,needs_review,Deep Learning,Deep Learning->Self-Supervised Learning,false,,7,26,,,0,no_github_url,,Method / algorithm,LLM post-training; Compression / efficiency; Graphs / geometry,vision/video,,,accuracy; fid,medium,9,3,https://icml.cc/virtual/2026/poster/60574,https://www.alphaxiv.org/abs/2602.01905,33
60935,Effective Reasoning Chains Reduce Intrinsic Dimensionality,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Unknown,,false,,33,0,,,0,no_github_url,,Method / algorithm,Reasoning / test-time compute,language/llm,,,accuracy,medium,5,4,https://icml.cc/virtual/2026/poster/60935,https://www.alphaxiv.org/abs/2602.09276,33
62869,"Prioritize the Process, Not Just the Outcome: Rewarding Latent Thought Trajectories Improves Reasoning in Looped Language Models","LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,32,1,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute,math/code/verifiable; language/llm,BeyondAIME,,accuracy; reward,medium,3,2,https://icml.cc/virtual/2026/poster/62869,https://www.alphaxiv.org/abs/2602.10520,33
65806,Search or Accelerate: Confidence-Switched Position Beam Search for Diffusion Language Models,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,14,decoding / diffusion / language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,13,12,https://github.com/duterscmy/SOAR,duterscmy/SOAR,8,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use; Diffusion / flow,math/code/verifiable; language/llm,HumanEval,,,medium,5,4,https://icml.cc/virtual/2026/poster/65806,https://www.alphaxiv.org/abs/2602.10953,33
65879,Select to Think: Unlocking SLM Potential with Local Sufficiency,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,11,22,,,0,no_github_url,,Benchmark / evaluation,Reasoning / test-time compute,language/llm,,,latency,medium,5,5,https://icml.cc/virtual/2026/poster/65879,https://www.alphaxiv.org/abs/2604.26940,33
66284,Stop Training for the Worst: Progressive Unmasking Accelerates Masked Diffusion Training,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,14,decoding / diffusion / language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,18,6,https://github.com/JaeyeonKim01/PUMA,JaeyeonKim01/PUMA,9,github_url_with_stars,,Theory / proof,Diffusion / flow; Causal / data-centric,language/llm,,,,medium,5,3,https://icml.cc/virtual/2026/poster/66284,https://www.alphaxiv.org/abs/2602.10314,33
63950,The Cylindrical Representation Hypothesis for Language Model Steering,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,17,4,https://github.com/mbzuai-nlp/CRH,mbzuai-nlp/CRH,12,github_url_with_stars,,Application / domain study,Reasoning / test-time compute,robotics/embodied; language/llm; theory/synthetic,,,,medium,10,4,https://icml.cc/virtual/2026/poster/63950,https://www.alphaxiv.org/abs/2605.01844,33
64286,Understanding Data Temporality Impact on Large Language Models Pre-training,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,20,5,https://github.com/kyutai-labs/kairos,kyutai-labs/kairos,8,github_url_with_stars,,Benchmark / evaluation,,language/llm,,,,low,5,1,https://icml.cc/virtual/2026/poster/64286,https://www.alphaxiv.org/abs/2605.22769,33
62331,Best of Both Worlds: Multimodal Reasoning and Generation via Unified Discrete Flow Matching,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,24,9,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute; Diffusion / flow,vision/video,,,,medium,11,7,https://icml.cc/virtual/2026/poster/62331,https://www.alphaxiv.org/abs/2602.12221,33
66222,Physics in 2-Steps: Locking Motion Priors Before Visual Refinement Erases Them,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Applications,Applications->Computer Vision,false,,10,23,,,0,no_github_url,,System / infrastructure,Diffusion / flow,vision/video; science/domain,,,memory,medium,6,4,https://icml.cc/virtual/2026/poster/66222,https://www.alphaxiv.org/abs/2606.06361,33
64411,AIR-VLA: Vision-Language-Action Systems for Aerial Manipulation,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,16,action / robotics / vla / applications robotics,high,stable_seed,Applications,Applications->Robotics,false,,15,18,,,0,no_github_url,,Benchmark / evaluation,Reasoning / test-time compute,vision/video; robotics/embodied; language/llm; science/domain; theory/synthetic,,,,medium,8,7,https://icml.cc/virtual/2026/poster/64411,https://www.alphaxiv.org/abs/2601.21602,33
61220,Furina: Fragmented Uncertainty-Driven Refusal Instability Attack,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",12,safety / attacks / attack / social aspects,high,stable_seed,Social Aspects,Social Aspects->Safety,false,,3,17,https://github.com/0xCavaliers/Furina_Jailbreak,0xCavaliers/Furina_Jailbreak,13,github_url_with_stars,,Benchmark / evaluation,LLM post-training; Agents / tool use,math/code/verifiable; language/llm; security/safety,HarmBench; SafetyBench,,,medium,3,3,https://icml.cc/virtual/2026/poster/61220,https://www.alphaxiv.org/abs/2605.26158,33
66026,Transport and Merge: Cross-Architecture Merging for Large Language Models,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",26,networks / training / deep / gradient,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,16,17,https://github.com/chenhangcuisg-code/Cross-Architecture-Merging-for-/Large-Language-Models/,chenhangcuisg-code/Cross-Architecture-Merging-for-,0,github_url_no_stars,,Method / algorithm,,language/llm,,,,low,8,4,https://icml.cc/virtual/2026/poster/66026,https://www.alphaxiv.org/abs/2602.05495,33
63190,"On the ""Induction Bias"" in Sequence Models","Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,20,transformers / attention / transformer / softmax,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,32,1,,,0,no_github_url,,Method / algorithm,Transformer / attention,language/llm; security/safety,,,,medium,4,2,https://icml.cc/virtual/2026/poster/63190,https://www.alphaxiv.org/abs/2602.18333,33
61674,MADE: Benchmark Environments for Closed-Loop Materials Discovery,"AI for Science, Health, and Neuro","Protein, molecule, and biological modeling",27,protein / molecular / chemistry / applications,high,needs_review,Applications,"Applications->Chemistry, Physics, and Earth Sciences",false,,13,2,https://github.com/diffractivelabs/MADE,diffractivelabs/MADE,17,github_url_with_stars,,Benchmark / evaluation,Agents / tool use,science/domain,,,,medium,7,5,https://icml.cc/virtual/2026/poster/61674,https://www.alphaxiv.org/abs/2601.20996,32
63431,Language-based Trial and Error Falls Behind in the Era of Experience,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",30,agent / multi / search / agents,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,20,1,https://github.com/Harry-mic/SCOUT,Harry-mic/SCOUT,11,github_url_with_stars,,System / infrastructure,RL / policy optimization; LLM post-training; Agents / tool use,vision/video; language/llm,,,,medium,10,8,https://icml.cc/virtual/2026/poster/63431,https://www.alphaxiv.org/abs/2601.21754,32
63622,Recognize Your Orchestrator: An Entropy Dynamics Perspective for LLM Multi-Agent Systems,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",40,agents / agent / evaluation / agentic,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,4,26,https://github.com/NJUNLP/orchestrator_entropy,NJUNLP/orchestrator_entropy,2,github_url_with_stars,,Position / conceptual,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,,medium,5,2,https://icml.cc/virtual/2026/poster/63622,https://www.alphaxiv.org/abs/2606.01351,32
63624,Antidistillation Fingerprinting,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,19,4,https://github.com/YixuanEvenXu/antidistillation-fingerprinting,YixuanEvenXu/antidistillation-fingerprinting,9,github_url_with_stars,,Benchmark / evaluation,LLM post-training; Diffusion / flow,language/llm,,,,medium,8,5,https://icml.cc/virtual/2026/poster/63624,https://www.alphaxiv.org/abs/2602.03812,32
